text	class
im already feeling emotional before i had a chance to say anything at all she turns to me says i love you	0
im feeling more lively now	1
i am trying to work hard with these feelings and i understand that they have to be resolved and put behind me	1
i have come off conquerer others i feel i have missed the mark or perhaps the lesson that i was suppose to learn	0
i feel this was an acceptable substitute	1
i feel like this insecurity is a good thing when i first started writing i pictured it all	1
i had an epiphany that i should feel proud of myself img src http expansiveperspective	1
i feel the more im convinced that i dont want to let this go	1
im feeling really strong since starting the shred two weeks ago i have new muscles	1
i suspect those might also be factors in making him not feel rich	1
i havent let myself truley sink into a depressed state of mind feeling like everyone is against me and trusting no one and just basically wanting to die since freshman year	1
i have my lowest level class first which is definitely the most difficult to manage with the hotshot boys men then my best class very last period which leaves me feeling somewhat useful at the end of each day	1
i worry that he s feeling resentful for doing woman s work	0
im just sick of feeling unwelcome here	0
when i heard about the way a parent of a friend had mistreated him	0
i feel like i got in at that sweet spot before everyone realizes how messed up everything really is	1
i feel compassion for them and understand why they feel insecure	0
i go shopping now i feel reluctant to buy things like that even though its really hard to resist the temptation	0
i was okay but thats an awful feeling to be falling with no way to stop it maybe thats why to this day im so afraid of falling	0
i will scream or cry when theres too many ppl but i feel insecure and wanted hide from them and i will sweat a lot	0
i stated in the class discussions the school discourages the use of im reference at the library because they feel that it will be abused	0
im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault	0
